age,annual_income,employment_years,loan_amount,credit_score,existing_debt,num_open_accounts,previous_defaults,loan_purpose,debt_to_income,loan_to_income,risk_category
58,37206.91,0.8,8803.67,651,15493.75,4,1,home_improvement,0.4164,0.2366,Medium
23,33548.42,1.8,7448.85,655,4020.18,6,0,other,0.1198,0.222,Low
25,42869.77,3.1,16063.5,665,7435.79,5,0,home_improvement,0.1734,0.3747,Low
33,64231.64,0.3,11583.92,663,8912.78,7,0,debt_consolidation,0.1388,0.1803,Low
51,101028.08,3.5,5702.78,748,5908.79,1,0,medical,0.0585,0.0564,Low
36,30697.58,1.4,17712.86,575,3536.93,7,0,other,0.1152,0.577,High
52,31966.99,1.6,15313.5,800,2361.28,11,0,home_improvement,0.0739,0.479,Low
42,42694.8,8.6,13655.29,759,2469.4,9,0,debt_consolidation,0.0578,0.3198,Low
49,54999.0,21.7,21341.14,731,8470.03,12,0,debt_consolidation,0.154,0.388,Low
42,33352.12,3.1,18273.42,583,2776.18,8,0,business,0.0832,0.5479,Medium
63,69167.18,1.9,11616.34,638,2883.71,12,0,debt_consolidation,0.0417,0.1679,Low
23,30988.18,13.4,17149.67,591,2543.79,2,0,debt_consolidation,0.0821,0.5534,Medium
30,18950.26,3.5,30385.78,582,4588.08,10,0,education,0.2421,1.6034,High
62,63951.97,6.6,12185.08,628,6414.77,4,0,debt_consolidation,0.1003,0.1905,Low
41,67764.57,2.7,28222.55,639,7693.72,7,0,home_improvement,0.1135,0.4165,Low
36,82646.3,1.1,41652.87,621,2475.57,4,0,home_improvement,0.03,0.504,High
32,18106.93,5.3,16285.24,652,5025.51,1,0,home_improvement,0.2775,0.8993,Medium
22,35143.41,5.5,7308.0,716,725.28,9,0,home_improvement,0.0206,0.2079,Low
61,43237.82,3.1,11177.04,711,5794.56,3,0,business,0.134,0.2585,High
44,118004.62,1.6,14730.8,680,3221.34,9,0,business,0.0273,0.1248,Low
55,45269.98,8.9,13522.27,644,927.0,13,0,debt_consolidation,0.0205,0.2987,High
50,25002.76,1.6,14433.71,618,1982.45,8,0,debt_consolidation,0.0793,0.5773,Low
50,56861.3,5.4,27694.56,674,4614.75,8,1,debt_consolidation,0.0812,0.487,Medium
55,94346.37,2.4,8022.03,729,2977.72,13,0,debt_consolidation,0.0316,0.085,Low
39,84822.78,3.2,16661.73,755,5089.64,9,1,medical,0.06,0.1964,Low
28,64919.22,1.2,23219.91,549,5479.09,7,0,other,0.0844,0.3577,Medium
46,55899.81,5.2,11493.47,643,6139.93,5,0,education,0.1098,0.2056,Medium
60,15774.09,1.3,7218.63,579,4624.97,4,0,debt_consolidation,0.2932,0.4576,Low
27,49653.95,3.3,11811.04,533,1923.33,4,0,business,0.0387,0.2379,Medium
50,53587.45,2.0,7151.84,742,8557.65,0,0,education,0.1597,0.1335,Low
27,45253.95,16.6,8743.59,750,5165.55,6,0,business,0.1141,0.1932,High
23,69811.21,20.1,18936.37,634,1569.69,4,0,debt_consolidation,0.0225,0.2712,Low
21,44891.38,7.0,15656.16,613,2652.13,2,0,business,0.0591,0.3487,High
56,40770.68,20.7,20480.2,620,10083.73,4,0,business,0.2473,0.5023,Medium
45,82413.03,0.6,17859.52,509,1614.58,0,0,business,0.0196,0.2167,Medium
57,39863.07,24.3,11806.34,737,11887.8,3,0,education,0.2982,0.2962,Low
21,50631.39,0.5,7288.24,611,27282.42,14,0,debt_consolidation,0.5388,0.1439,Medium
35,76785.08,2.7,16223.34,632,3037.57,9,0,education,0.0396,0.2113,Medium
57,29574.44,1.4,9694.74,674,2611.09,1,0,home_improvement,0.0883,0.3278,Low
33,28012.52,15.4,12288.41,486,8678.36,3,0,education,0.3098,0.4387,Medium
60,96661.46,5.1,8699.83,651,3542.54,10,1,home_improvement,0.0366,0.09,High
28,36448.08,4.5,22979.34,660,3254.06,14,0,education,0.0893,0.6305,Low
25,69301.11,29.8,3482.13,606,7658.69,10,0,business,0.1105,0.0502,Low
29,20177.82,4.7,18198.88,820,2973.33,3,0,debt_consolidation,0.1473,0.9019,Low
21,14023.28,5.2,14610.23,553,3879.66,12,0,other,0.2766,1.0418,High
56,58812.81,0.2,22745.35,688,3636.91,7,0,debt_consolidation,0.0618,0.3867,Low
55,45992.78,9.8,6415.42,567,4805.33,6,0,home_improvement,0.1045,0.1395,Low
22,59089.93,17.5,12995.66,672,1485.16,0,0,education,0.0251,0.2199,Low
60,125160.78,16.1,10335.15,562,3489.21,14,0,business,0.0279,0.0826,Medium
43,26405.54,1.2,12150.06,725,2381.19,10,0,education,0.0902,0.4601,Medium
29,49965.79,1.3,13501.74,678,2214.91,2,1,home_improvement,0.0443,0.2702,Low
54,102614.35,2.3,10019.24,519,16322.06,7,0,business,0.1591,0.0976,Medium
34,28381.84,1.9,12520.0,661,28554.18,11,0,business,1.006,0.4411,Medium
24,36593.89,1.8,28096.74,608,2218.75,13,0,other,0.0606,0.7678,Medium
50,20259.06,4.6,31835.25,637,6993.03,11,0,debt_consolidation,0.3452,1.5713,High
51,150080.13,8.2,15417.14,517,3132.64,2,0,medical,0.0209,0.1027,Medium
58,16280.6,13.8,32205.91,762,8117.44,12,0,home_improvement,0.4986,1.9781,High
31,73078.75,0.4,5617.87,573,1093.39,5,0,debt_consolidation,0.015,0.0769,Low
55,25339.0,1.6,21652.24,631,2918.43,9,0,other,0.1152,0.8545,High
28,28985.58,1.5,15175.65,579,4405.91,9,0,medical,0.152,0.5235,Medium
23,83447.83,2.2,10693.22,630,1034.59,1,0,debt_consolidation,0.0124,0.1281,Low
34,33817.87,2.8,19299.68,641,6161.62,13,0,home_improvement,0.1822,0.5707,High
33,67906.96,2.5,14674.62,643,1399.16,1,0,medical,0.0206,0.2161,Low
52,97735.08,15.2,9324.5,762,9151.32,2,0,business,0.0936,0.0954,Medium
54,54195.25,2.9,20326.91,642,2664.63,2,0,other,0.0492,0.3751,Medium
39,76469.17,4.0,13002.94,778,3158.21,7,0,business,0.0413,0.17,Medium
58,51038.55,6.9,8702.58,537,4774.37,1,0,medical,0.0935,0.1705,Medium
36,52234.74,6.5,21726.97,745,3836.19,1,1,home_improvement,0.0734,0.4159,Low
22,35686.78,4.4,4805.04,729,6142.59,7,1,debt_consolidation,0.1721,0.1346,High
60,128595.84,9.9,35805.57,738,21058.96,12,0,debt_consolidation,0.1638,0.2784,Low
37,71070.12,4.9,23017.04,821,12262.7,12,0,debt_consolidation,0.1725,0.3239,Low
54,63633.96,10.4,4296.0,447,1533.41,13,0,medical,0.0241,0.0675,Medium
62,72052.29,1.8,27675.68,484,2582.04,4,0,other,0.0358,0.3841,Medium
36,34938.86,0.7,14058.74,655,3889.6,8,1,debt_consolidation,0.1113,0.4024,Low
58,78079.74,8.6,3887.69,483,1600.92,6,0,home_improvement,0.0205,0.0498,Low
22,106717.5,2.4,4372.41,490,5520.64,6,0,education,0.0517,0.041,Medium
22,24579.09,5.3,18835.25,631,15370.63,12,0,home_improvement,0.6253,0.7663,High
46,64265.7,6.7,6936.05,611,3726.87,6,0,medical,0.058,0.1079,Medium
33,50584.22,2.0,7903.17,505,6012.09,4,0,home_improvement,0.1189,0.1562,High
51,37812.97,3.5,14230.69,600,2275.58,7,1,business,0.0602,0.3763,Medium
54,28378.07,11.3,18096.54,710,5245.52,7,0,medical,0.1848,0.6377,Low
59,82947.22,10.6,15178.08,688,4127.78,2,0,home_improvement,0.0498,0.183,Low
23,54393.22,6.9,7755.27,709,3964.04,9,0,business,0.0729,0.1426,Low
28,44198.01,7.2,8518.88,612,3002.29,13,1,business,0.0679,0.1927,Medium
43,64292.04,11.4,7070.05,746,11090.63,7,0,home_improvement,0.1725,0.11,Low
34,45993.7,6.7,15340.35,796,7654.14,4,0,education,0.1664,0.3335,Low
47,34474.12,2.1,14882.12,665,8228.4,12,0,business,0.2387,0.4317,High
49,52285.59,0.6,16966.55,613,4037.19,12,0,business,0.0772,0.3245,Low
59,48339.15,2.7,14919.16,647,4625.92,2,0,home_improvement,0.0957,0.3086,Low
59,20189.26,0.5,14295.84,550,2734.54,8,0,debt_consolidation,0.1354,0.7081,Medium
21,35782.59,0.6,22835.11,622,3138.41,3,0,education,0.0877,0.6381,Medium
37,26050.77,15.0,14164.7,699,3455.35,14,0,home_improvement,0.1326,0.5437,Low
61,21467.57,5.6,22704.07,678,2903.95,5,1,business,0.1353,1.0575,Medium
50,61935.55,9.5,10556.49,690,3604.45,13,0,other,0.0582,0.1704,Low
33,35088.07,5.1,8333.8,520,18434.5,9,0,medical,0.5254,0.2375,Medium
41,82512.34,2.7,27459.57,706,7621.02,2,0,business,0.0924,0.3328,Low
39,19647.43,0.1,10078.5,606,5807.88,10,1,debt_consolidation,0.2956,0.5129,Low
39,42240.0,15.6,12511.04,632,2261.81,13,0,business,0.0535,0.2962,Medium
45,36027.47,0.4,8131.9,592,2193.72,2,0,home_improvement,0.0609,0.2257,Medium
42,22270.49,4.7,44017.76,771,1552.46,14,0,business,0.0697,1.9764,High
51,49145.65,0.5,5332.58,544,14353.79,4,0,education,0.2921,0.1085,Low
37,23264.12,1.7,24090.57,642,5882.26,10,1,education,0.2528,1.0355,High
43,54795.2,1.0,4374.1,544,3440.8,11,0,debt_consolidation,0.0628,0.0798,Medium
52,70289.62,4.0,10647.86,727,5246.34,2,0,home_improvement,0.0746,0.1515,Low
30,56037.51,10.9,20830.08,660,7769.14,0,0,home_improvement,0.1386,0.3717,Medium
30,59691.31,5.0,36593.12,562,1758.93,1,0,debt_consolidation,0.0295,0.613,Medium
56,82093.77,5.5,11576.48,656,6311.98,5,0,home_improvement,0.0769,0.141,Low
28,48369.19,12.0,9659.58,584,4533.28,12,0,debt_consolidation,0.0937,0.1997,Low
40,32434.77,6.9,15096.13,717,3828.42,1,0,home_improvement,0.118,0.4654,Medium
52,36153.33,10.0,35980.82,812,5663.07,13,0,business,0.1566,0.9952,Medium
34,36545.49,2.7,14792.28,544,11078.82,9,0,medical,0.3031,0.4048,Medium
48,29095.26,10.0,18151.31,762,29394.97,7,0,home_improvement,1.0103,0.6238,High
44,72555.4,5.2,9099.95,748,8686.43,5,0,business,0.1197,0.1254,Low
35,63796.36,0.7,23051.56,624,1083.91,14,0,education,0.017,0.3613,Low
42,21322.08,0.2,5219.77,707,6456.57,5,0,home_improvement,0.3028,0.2448,Low
50,32429.95,1.4,28328.79,670,4658.68,10,0,home_improvement,0.1436,0.8735,High
24,28396.11,2.4,29653.77,647,11310.01,10,0,education,0.3983,1.0443,High
33,57450.16,9.1,44912.55,611,6317.75,5,0,debt_consolidation,0.11,0.7818,Medium
43,83973.35,6.8,29615.87,706,5732.9,4,0,debt_consolidation,0.0683,0.3527,Low
28,61334.21,15.5,9665.11,608,4886.92,14,0,debt_consolidation,0.0797,0.1576,Medium
38,34523.78,4.1,32185.59,730,4319.95,12,0,debt_consolidation,0.1251,0.9322,High
32,41794.12,6.9,26320.94,581,5144.89,1,0,medical,0.1231,0.6298,Medium
51,24430.18,1.6,8648.64,817,36332.59,5,0,debt_consolidation,1.4871,0.354,High
34,25385.13,5.7,15139.75,559,3544.49,12,0,business,0.1396,0.5964,Medium
54,74833.79,6.1,2326.1,850,2683.53,7,0,home_improvement,0.0359,0.0311,Low
38,100917.24,9.4,5839.33,622,4822.43,14,0,debt_consolidation,0.0478,0.0579,Low
54,34290.23,3.8,21863.57,712,1229.46,10,0,medical,0.0359,0.6376,Medium
31,50214.52,5.2,35630.76,729,1439.82,11,0,other,0.0287,0.7096,Low
61,70281.36,1.1,21914.27,665,1757.91,10,0,debt_consolidation,0.025,0.3118,Medium
32,21334.46,6.7,13810.86,740,2362.79,14,0,business,0.1107,0.6473,Medium
35,29017.57,9.1,7187.92,602,59844.8,9,0,debt_consolidation,2.0623,0.2477,High
51,132828.98,4.5,19665.36,552,2205.75,6,1,business,0.0166,0.148,High
49,30367.91,0.6,4231.12,654,4574.62,13,0,education,0.1506,0.1393,Low
46,40908.08,1.9,18196.35,712,2819.82,2,0,other,0.0689,0.4448,Low
38,36262.26,3.2,7777.71,603,5163.98,5,0,home_improvement,0.1424,0.2145,Low
52,18080.88,5.7,21019.09,673,16490.5,7,0,debt_consolidation,0.912,1.1624,High
42,51090.88,1.9,21639.04,545,15383.1,6,0,education,0.3011,0.4235,High
58,48405.76,9.2,9516.0,670,2998.98,0,1,medical,0.062,0.1966,Medium
37,53660.13,2.3,23395.36,616,3553.6,11,0,debt_consolidation,0.0662,0.436,Medium
43,46991.04,0.2,4663.39,665,8104.98,6,0,debt_consolidation,0.1725,0.0992,Medium
44,38951.38,7.9,12257.13,659,8534.19,3,0,business,0.2191,0.3147,Medium
28,37849.15,5.2,21474.77,575,4616.65,10,0,debt_consolidation,0.122,0.5674,Medium
61,38174.08,8.1,19399.9,662,8265.24,12,0,business,0.2165,0.5082,Medium
26,29901.24,2.1,9571.86,608,1964.04,9,0,business,0.0657,0.3201,Low
25,32308.89,0.1,22680.55,724,2085.79,14,0,medical,0.0646,0.702,Medium
64,30153.1,0.4,23191.05,725,3291.59,12,0,education,0.1092,0.7691,Low
49,65297.25,0.6,6607.63,666,2093.96,2,0,medical,0.0321,0.1012,Low
48,57128.09,8.2,12491.72,658,8131.79,7,0,other,0.1423,0.2187,Low
31,49690.39,1.8,15018.34,710,962.22,1,1,business,0.0194,0.3022,Medium
21,129460.7,30.8,14890.06,726,4346.25,6,0,debt_consolidation,0.0336,0.115,Low
63,30858.03,7.1,21739.02,774,3854.53,5,1,other,0.1249,0.7045,High
39,85766.9,4.6,10425.98,630,6577.21,7,0,other,0.0767,0.1216,Low
29,43044.29,20.6,35649.49,549,3991.17,3,0,debt_consolidation,0.0927,0.8282,Medium
47,53028.37,1.9,10547.36,727,7355.3,1,0,business,0.1387,0.1989,Low
54,68567.1,0.9,6765.53,777,3176.25,8,1,home_improvement,0.0463,0.0987,Low
64,38608.65,6.7,11660.71,656,2372.68,2,0,home_improvement,0.0615,0.302,Medium
24,28901.57,1.6,15560.34,646,2841.41,2,0,education,0.0983,0.5384,Low
56,31385.84,16.2,6586.49,778,4202.79,4,0,home_improvement,0.1339,0.2098,Low
38,17100.42,22.1,11110.46,564,3017.63,13,0,debt_consolidation,0.1765,0.6497,Medium
35,66396.4,13.0,6348.02,626,2741.53,8,0,debt_consolidation,0.0413,0.0956,Low
33,65602.55,14.5,20371.49,599,960.19,12,0,business,0.0146,0.3105,Low
39,108209.59,4.8,12010.24,652,12019.53,0,0,debt_consolidation,0.1111,0.111,Medium
26,60322.74,5.9,3192.09,733,5891.26,3,0,home_improvement,0.0977,0.0529,Low
32,68023.76,0.5,24904.99,550,3205.33,9,0,business,0.0471,0.3661,Medium
57,47062.27,7.2,6618.69,733,13939.62,3,0,education,0.2962,0.1406,Low
37,61848.28,1.1,66181.51,583,1724.4,1,1,debt_consolidation,0.0279,1.07,High
43,84524.48,9.2,8865.65,685,2911.58,14,0,home_improvement,0.0344,0.1049,Low
46,53676.8,16.3,9442.68,468,6408.45,12,0,education,0.1194,0.1759,Medium
49,37774.3,1.2,14709.48,486,3735.89,7,1,home_improvement,0.0989,0.3894,High
53,43909.54,0.4,3138.27,638,4904.11,0,0,education,0.1117,0.0715,Medium
47,71391.34,3.3,17400.46,751,2754.08,14,0,home_improvement,0.0386,0.2437,Medium
45,38344.57,7.8,20347.71,735,1661.23,9,0,education,0.0433,0.5306,Medium
30,76460.78,7.4,23011.88,523,2504.69,5,0,other,0.0328,0.301,Medium
43,127299.64,6.0,15810.63,739,7191.54,6,0,business,0.0565,0.1242,Low
41,76936.14,8.6,14110.11,692,6386.35,11,0,home_improvement,0.083,0.1834,Low
41,71222.78,1.0,5375.06,685,2245.7,10,1,home_improvement,0.0315,0.0755,Medium
63,58326.75,5.3,17959.81,833,958.5,10,0,other,0.0164,0.3079,Low
33,33241.86,4.7,13028.68,600,4743.26,2,0,debt_consolidation,0.1427,0.3919,High
57,31767.82,0.8,10339.98,728,2893.65,12,0,education,0.0911,0.3255,Low
53,31608.74,2.7,7188.63,653,4423.73,11,1,education,0.1399,0.2274,High
44,64690.27,9.6,17817.42,780,7444.41,9,0,business,0.1151,0.2754,Low
64,40346.85,17.8,11008.47,678,19952.47,11,0,education,0.4945,0.2728,Medium
31,48315.31,5.5,4318.84,608,3196.05,11,0,home_improvement,0.0661,0.0894,High
37,60435.27,12.8,11686.34,598,3538.55,4,0,other,0.0586,0.1934,Medium
24,32202.18,0.7,8414.8,669,3782.17,9,1,other,0.1174,0.2613,Medium
45,38140.73,18.5,22597.37,587,9817.38,1,0,debt_consolidation,0.2574,0.5925,Medium
50,57609.42,0.2,12094.7,417,6188.07,11,0,business,0.1074,0.2099,High
29,42385.99,3.7,11411.36,755,4854.22,11,0,home_improvement,0.1145,0.2692,Low
41,44412.42,1.7,16078.51,741,6890.51,13,0,education,0.1551,0.362,Low
40,29251.1,8.4,36495.85,650,1332.26,14,0,other,0.0455,1.2476,Medium
39,44714.1,1.2,17045.38,707,5549.45,5,0,business,0.1241,0.3812,Medium
39,111981.06,0.1,8318.35,711,13306.59,13,0,home_improvement,0.1188,0.0743,Medium
32,39215.36,2.7,5249.21,654,5177.72,2,0,business,0.132,0.1339,Medium
57,27625.5,0.3,29677.33,510,5336.22,14,0,debt_consolidation,0.1932,1.0742,High
62,79147.47,1.7,3068.24,678,4960.67,11,0,business,0.0627,0.0388,Low
37,63683.29,5.2,13187.26,629,16947.42,0,0,education,0.2661,0.2071,Medium
57,54519.26,1.7,54700.46,811,22972.69,2,1,debt_consolidation,0.4214,1.0033,Medium
59,25353.68,1.4,4598.16,703,3614.31,8,0,home_improvement,0.1426,0.1814,Medium
48,27219.62,0.8,6834.86,703,4472.51,11,0,education,0.1643,0.2511,Medium
61,22727.72,0.7,15056.02,769,2593.59,6,1,other,0.1141,0.6624,Medium
55,60825.58,3.7,8238.26,659,10329.47,3,0,debt_consolidation,0.1698,0.1354,Low
38,81628.56,5.7,12463.87,809,7194.5,12,0,debt_consolidation,0.0881,0.1527,Low
34,61860.29,3.0,17241.46,568,901.94,13,0,debt_consolidation,0.0146,0.2787,Medium
55,129956.0,0.7,18798.84,641,6228.68,11,1,debt_consolidation,0.0479,0.1447,Low
64,39302.69,5.2,25972.43,757,3302.07,6,1,debt_consolidation,0.084,0.6608,High
61,41696.2,4.1,5172.2,552,5171.98,12,0,home_improvement,0.124,0.124,Low
27,51703.51,2.4,28560.01,622,1626.42,5,0,debt_consolidation,0.0315,0.5524,High
61,43706.44,2.0,29970.87,689,3065.42,13,0,debt_consolidation,0.0701,0.6857,Low
33,62903.4,1.0,22190.6,693,2468.06,12,0,debt_consolidation,0.0392,0.3528,Medium
38,35603.15,0.8,6775.27,599,4503.2,9,0,business,0.1265,0.1903,Low
57,24407.31,2.1,6569.91,767,3631.4,12,0,education,0.1488,0.2692,Low
33,20036.88,0.2,15961.93,570,5651.39,1,0,other,0.282,0.7966,Medium
56,62333.63,2.9,19659.4,668,2051.35,1,0,debt_consolidation,0.0329,0.3154,Medium
51,37686.02,4.6,27045.48,597,2175.83,10,1,debt_consolidation,0.0577,0.7176,High
22,27316.04,14.2,10011.3,502,5088.81,9,0,debt_consolidation,0.1863,0.3665,High
36,35971.08,4.9,19457.0,594,2135.78,13,0,home_improvement,0.0594,0.5409,Low
29,130126.97,4.9,18832.25,625,2696.33,10,0,business,0.0207,0.1447,Low
29,28128.91,2.3,9021.3,546,5331.32,2,1,debt_consolidation,0.1895,0.3207,High
58,70516.06,0.7,10255.74,749,16429.07,10,0,education,0.233,0.1454,High
31,60508.96,3.0,5125.67,664,2199.74,5,0,debt_consolidation,0.0364,0.0847,Low
42,95866.93,4.6,7055.94,674,1199.14,3,0,debt_consolidation,0.0125,0.0736,Medium
53,46094.71,6.4,9154.5,643,3588.32,7,1,education,0.0778,0.1986,High
56,22467.56,8.7,18272.44,641,4193.68,6,0,other,0.1866,0.8132,Medium
43,80520.95,1.5,51926.15,696,17388.45,12,1,other,0.2159,0.6449,Medium
54,43264.55,1.4,17869.85,610,6818.18,5,0,debt_consolidation,0.1576,0.413,Medium
29,92709.99,4.2,6331.18,469,5246.61,7,0,other,0.0566,0.0683,Low
44,73716.69,4.2,10032.4,502,6332.71,4,0,home_improvement,0.0859,0.1361,Medium
28,80654.9,1.2,25088.02,675,3527.36,8,0,business,0.0437,0.3111,Low
27,160210.02,4.4,8251.34,627,1879.51,0,0,home_improvement,0.0117,0.0515,Low
56,56443.7,2.1,32843.87,850,13510.99,3,0,medical,0.2394,0.5819,Low
38,100853.83,5.1,20145.1,722,3415.51,1,0,education,0.0339,0.1997,Low
23,40037.72,1.7,11488.3,682,11723.89,5,1,medical,0.2928,0.2869,Low
48,64238.35,4.5,4239.22,520,3889.39,8,0,debt_consolidation,0.0605,0.066,High
26,38134.12,7.3,24452.81,597,9877.26,13,0,business,0.259,0.6412,Medium
64,62293.97,19.6,19657.4,729,10646.61,13,0,business,0.1709,0.3156,Low
64,59124.62,12.1,17739.91,666,3186.2,7,0,business,0.0539,0.3,Low
41,17495.81,3.5,66506.85,574,4378.98,8,0,home_improvement,0.2503,3.8011,High
48,36103.17,3.4,7618.7,555,6293.67,5,0,debt_consolidation,0.1743,0.211,Low
60,55003.82,2.9,33288.01,693,9739.19,10,0,education,0.1771,0.6052,Medium
21,15856.0,0.1,11945.35,599,1770.7,13,1,education,0.1117,0.7533,Medium
56,46727.02,0.9,15569.82,613,22019.36,13,0,medical,0.4712,0.3332,High
41,81164.65,0.3,16111.4,634,3056.89,8,0,other,0.0377,0.1985,Medium
63,93912.92,6.0,22043.18,761,2797.22,5,0,debt_consolidation,0.0298,0.2347,Low
55,33149.33,2.7,8701.85,631,15140.0,4,0,debt_consolidation,0.4567,0.2625,High
33,96974.48,0.3,56177.95,762,2940.07,2,0,education,0.0303,0.5793,Low
30,89684.95,5.9,6881.98,619,8101.23,11,0,medical,0.0903,0.0767,Low
64,16748.34,5.2,10785.38,534,2324.71,11,0,debt_consolidation,0.1388,0.6439,Medium
30,51942.67,6.4,40377.41,629,7610.55,11,0,debt_consolidation,0.1465,0.7773,Low
33,54897.03,4.6,27116.34,649,2886.56,2,0,medical,0.0526,0.4939,Low
57,104756.89,0.9,10785.82,521,4427.8,8,0,other,0.0423,0.103,Low
58,56567.65,0.3,20094.18,568,10198.18,8,0,home_improvement,0.1803,0.3552,Medium
44,98406.83,8.5,6999.32,696,1694.63,12,1,other,0.0172,0.0711,Low
22,33176.9,1.2,8214.46,610,9358.55,2,0,education,0.2821,0.2476,Medium
42,22047.96,3.9,10737.76,717,4434.62,2,0,debt_consolidation,0.2011,0.487,Low
37,35457.17,3.3,31440.28,538,8893.53,4,1,debt_consolidation,0.2508,0.8867,Low
56,107849.74,12.7,3775.82,583,1241.1,0,0,debt_consolidation,0.0115,0.035,Low
34,77882.74,4.0,22659.13,708,4822.02,0,0,business,0.0619,0.2909,Low
30,156565.65,4.3,10537.16,659,3057.25,1,0,home_improvement,0.0195,0.0673,Low
55,23821.3,1.9,19393.61,516,2884.41,9,0,other,0.1211,0.8141,High
45,82508.86,15.9,18964.23,671,1992.97,5,0,home_improvement,0.0242,0.2298,Low
23,71498.6,4.7,13146.34,763,4627.62,1,0,debt_consolidation,0.0647,0.1839,Low
58,42503.5,0.0,8490.37,634,1438.46,1,0,debt_consolidation,0.0338,0.1998,Medium
37,72255.5,4.1,8954.11,605,1528.76,5,0,other,0.0212,0.1239,Low
32,52574.29,2.3,11068.47,733,1066.03,8,0,business,0.0203,0.2105,Low
44,61707.07,0.2,5036.37,604,1326.36,3,1,other,0.0215,0.0816,High
49,68890.6,2.8,14096.24,695,2555.38,2,0,other,0.0371,0.2046,Low
63,80021.82,7.4,8747.6,627,1623.45,1,0,other,0.0203,0.1093,Low
45,51195.44,3.5,10119.32,565,2344.84,11,0,other,0.0458,0.1977,High
56,119213.11,5.1,11807.08,604,2068.55,1,0,medical,0.0174,0.099,Medium
46,44008.47,5.1,20955.77,470,2710.23,12,0,business,0.0616,0.4762,High
58,125728.34,5.6,28083.2,713,3889.42,14,0,other,0.0309,0.2234,Low
21,27891.52,2.5,30444.21,703,3036.32,1,1,education,0.1089,1.0915,Medium
40,29955.56,2.3,17092.22,669,7219.83,6,0,education,0.241,0.5706,High
48,30845.46,0.0,10574.34,602,2190.24,12,0,medical,0.071,0.3428,High
36,79097.01,0.8,6095.45,712,9041.71,5,0,medical,0.1143,0.0771,High
37,32770.02,15.1,57787.7,700,983.37,6,1,home_improvement,0.03,1.7634,High
60,103265.92,9.2,38893.08,713,5357.03,2,0,debt_consolidation,0.0519,0.3766,Low
48,37675.42,1.6,22815.04,681,1555.65,1,1,debt_consolidation,0.0413,0.6056,High
32,59852.76,2.6,19827.76,631,1466.59,4,0,other,0.0245,0.3313,High
47,67510.86,14.1,10803.23,632,5609.23,10,0,debt_consolidation,0.0831,0.16,Low
62,29499.48,1.4,14447.48,489,4207.68,9,0,education,0.1426,0.4897,High
50,24455.57,3.8,23210.89,552,15804.4,13,0,home_improvement,0.6462,0.9491,High
61,56468.69,0.1,4296.12,685,2572.43,14,0,home_improvement,0.0456,0.0761,Low
54,42675.45,4.8,9252.97,773,2529.33,6,0,debt_consolidation,0.0593,0.2168,Low
57,62895.16,13.3,13444.83,716,1698.94,14,0,debt_consolidation,0.027,0.2138,Low
26,25013.5,10.8,4213.82,630,4236.02,1,1,home_improvement,0.1693,0.1685,Medium
27,41012.06,3.5,5472.51,584,10574.75,5,0,education,0.2578,0.1334,Low
52,44760.49,5.2,9000.88,705,1660.39,8,0,debt_consolidation,0.0371,0.2011,Low
52,14490.74,4.2,14067.24,664,2090.14,11,0,education,0.1442,0.9707,High
45,80638.27,0.3,33063.53,584,4250.21,7,0,other,0.0527,0.41,Medium
53,33566.34,0.9,10215.77,668,10299.15,11,0,home_improvement,0.3068,0.3043,Low
27,103733.53,16.6,41302.46,711,3648.19,10,0,other,0.0352,0.3982,Low
32,34668.43,1.5,8635.51,522,8628.04,12,0,debt_consolidation,0.2489,0.2491,High
36,37772.5,2.4,12388.72,642,4924.47,11,0,home_improvement,0.1304,0.328,High
36,26345.27,3.6,5493.99,753,6883.81,4,0,business,0.2613,0.2085,Low
63,86968.94,19.3,10285.15,733,3959.35,4,0,debt_consolidation,0.0455,0.1183,Low
56,61517.74,5.9,4264.78,648,1891.66,3,0,home_improvement,0.0307,0.0693,Low
33,98722.47,5.0,101871.52,570,8690.02,11,0,home_improvement,0.088,1.0319,Medium
27,44193.17,3.7,7136.36,536,6419.62,14,0,education,0.1453,0.1615,Low
56,48008.92,6.0,16570.95,721,5604.65,4,0,debt_consolidation,0.1167,0.3452,Low
29,21141.5,5.5,10034.88,607,2125.77,4,0,home_improvement,0.1005,0.4746,Low
